time,wx (rad/s),wy (rad/s),wz (rad/s)
1.475003,-0.01,0.02,0.00
1.478157,-0.02,0.04,0.00
1.478507,0.00,-0.03,0.00
1.481992,-0.00,-0.03,0.00
1.482470,-0.01,0.00,-0.01
1.486351,-0.01,0.02,0.01
1.486767,-0.01,0.01,0.00
1.489281,-0.01,-0.01,0.00
1.490546,-0.00,-0.02,0.01
1.495869,-0.01,-0.00,0.01
1.496593,-0.00,0.01,0.02
1.498904,-0.01,0.03,0.01
1.499355,-0.00,-0.03,-0.00
1.502390,-0.01,-0.03,-0.00
1.502870,-0.01,0.01,0.01
1.505933,-0.01,0.02,-0.00
1.507199,-0.02,0.01,-0.00
1.524054,-0.00,-0.02,0.01
1.524816,-0.00,-0.01,0.01
1.525215,-0.01,0.02,0.01
1.525476,-0.01,0.00,0.01
1.525715,0.00,0.00,0.01
1.525958,-0.02,0.03,-0.00
1.526203,-0.02,0.01,0.01
1.526451,-0.00,-0.04,0.00
1.526726,-0.01,-0.00,0.00
1.526963,-0.02,0.02,0.01
1.529467,-0.01,0.02,0.02
1.531555,-0.01,0.02,-0.01
1.534043,-0.01,-0.03,-0.01
1.534518,0.00,-0.01,-0.01
1.537729,-0.01,0.02,0.01
1.538131,-0.01,-0.02,0.01
1.543200,0.00,-0.02,-0.00
1.543845,-0.01,0.01,0.00
1.545969,-0.02,0.03,-0.00
1.546310,0.00,-0.02,-0.00
1.549648,-0.01,-0.00,0.00
1.550045,-0.01,0.01,-0.01
1.555413,-0.00,-0.03,0.01
1.555713,-0.00,-0.01,0.01
1.558065,-0.01,0.01,0.00
1.558450,-0.01,0.00,-0.00
1.563479,-0.01,-0.01,-0.01
1.563963,-0.01,-0.01,-0.01
1.565917,-0.00,0.00,0.00
1.566793,-0.01,-0.00,0.01
1.570455,-0.01,-0.01,-0.01
1.570790,-0.00,0.02,0.00
1.574450,-0.01,-0.03,-0.00
1.574840,0.00,-0.02,-0.00
1.580704,-0.00,0.03,-0.00
1.581501,-0.03,0.04,-0.01
1.581779,0.01,-0.06,0.01
1.582391,0.02,-0.05,0.01
1.586250,-0.02,0.05,0.00
1.586658,-0.01,-0.01,0.00
1.589787,0.01,-0.04,0.00
1.602923,-0.01,0.00,-0.00
1.603659,-0.02,0.04,-0.00
1.604120,0.00,-0.01,0.01
1.604333,-0.01,0.00,-0.00
1.604533,-0.01,0.01,0.01
1.604714,-0.01,-0.01,-0.00
1.604906,0.00,-0.03,0.00
1.606118,-0.01,-0.00,-0.00
1.606545,-0.02,0.02,0.00
1.615700,0.00,-0.03,0.00
1.616550,0.00,-0.02,-0.00
1.616858,-0.02,0.05,-0.00
1.617327,-0.01,-0.02,0.01
1.617595,0.01,-0.05,-0.00
1.620061,-0.01,0.01,-0.00
1.622524,-0.00,-0.01,0.00
1.623024,0.01,-0.01,0.01
1.628568,-0.01,0.01,0.00
1.629424,-0.01,0.01,-0.01
1.629692,-0.01,-0.00,0.00
1.632206,-0.00,-0.03,-0.00
1.633841,-0.00,-0.00,0.00
1.635043,-0.01,0.03,0.01
1.637829,-0.01,0.02,0.01
1.638806,-0.01,-0.02,0.00
1.641736,0.01,-0.03,-0.01
1.642381,-0.01,0.01,0.01
1.645785,-0.00,-0.00,0.01
1.646872,-0.01,0.02,0.01
1.649625,-0.00,-0.01,-0.01
1.650669,0.00,-0.01,-0.01
1.653295,-0.02,0.02,0.01
1.654476,0.01,-0.02,-0.00
1.658307,0.01,-0.02,0.00
1.658981,-0.01,-0.01,0.00
1.661281,0.00,0.02,0.00
1.663956,-0.01,-0.00,0.01
1.666394,-0.01,-0.02,-0.00
1.668671,-0.00,0.00,-0.01
1.669911,-0.02,0.01,0.00
1.670315,-0.00,-0.01,0.01
1.674860,-0.00,0.00,-0.00
1.675325,-0.02,0.01,-0.00
1.679007,0.00,-0.03,-0.00
1.679769,0.01,-0.02,0.00
1.682708,-0.01,0.02,0.00
1.683178,-0.00,-0.01,-0.00
1.686799,-0.01,-0.00,0.00
1.687327,-0.01,-0.00,-0.01
1.690683,-0.01,0.00,0.00
1.693789,-0.01,0.02,0.01
1.694565,-0.01,-0.01,-0.01
1.697306,0.00,-0.04,0.00
1.697766,-0.01,0.04,0.00
1.698766,-0.02,0.02,0.01
1.701780,0.00,-0.04,0.00
1.702245,-0.00,0.02,-0.02
1.706695,-0.02,0.04,-0.00
1.713383,-0.00,-0.03,0.01
1.714193,0.00,-0.00,-0.00
1.714560,-0.03,0.03,-0.00
1.714852,-0.01,-0.00,0.00
1.715104,0.01,-0.03,-0.00
1.718715,-0.01,0.02,-0.00
1.719179,-0.01,0.02,-0.00
1.721955,-0.01,0.01,0.00
1.722588,-0.01,-0.02,-0.00
1.742729,-0.00,-0.02,-0.00
1.743078,-0.01,-0.00,0.00
1.743186,-0.01,0.01,0.01
1.743288,-0.01,-0.01,-0.01
1.743377,0.00,0.00,0.01
1.743447,-0.02,-0.01,-0.00
1.743525,-0.00,-0.02,0.01
1.743605,0.00,0.01,0.01
1.743687,-0.01,0.01,0.00
1.743773,-0.00,-0.01,0.00
1.745999,0.00,0.02,-0.00
1.748067,-0.01,0.02,-0.01
1.750736,0.00,-0.00,0.00
1.751148,-0.01,0.00,0.00
1.754542,-0.01,-0.00,0.00
1.754923,0.00,-0.02,0.01
1.757898,-0.01,0.01,0.00
1.758290,-0.01,0.02,-0.00
1.762700,0.00,-0.04,-0.01
1.763414,0.00,0.02,-0.00
1.766867,-0.02,0.05,0.00
1.767279,-0.01,0.00,0.00
1.771098,0.01,-0.04,-0.00
1.771497,-0.01,-0.01,0.01
1.774482,-0.01,-0.01,0.01
1.774928,-0.00,0.01,0.01
1.778761,-0.01,0.01,-0.01
1.779194,-0.01,-0.00,-0.01
1.782601,-0.00,-0.02,-0.01
1.783042,-0.00,-0.00,0.00
1.786907,-0.01,0.00,0.02
1.787331,-0.01,0.00,0.01
1.790448,-0.00,-0.00,-0.00
1.795586,-0.00,0.00,-0.01
1.796250,-0.00,0.02,0.00
1.796641,-0.02,-0.01,-0.01
1.797453,0.01,0.01,-0.01
1.798568,-0.02,0.01,0.01
1.801680,-0.01,-0.04,0.01
1.803047,0.01,-0.01,-0.00
1.806203,-0.02,0.04,0.00
1.821685,-0.02,-0.00,-0.00
1.822380,0.02,-0.03,-0.00
1.822624,-0.02,0.02,0.01
1.822848,0.00,-0.00,0.00
1.823019,0.00,-0.00,-0.00
1.823198,-0.02,-0.01,0.01
1.823389,0.01,-0.01,-0.01
1.823552,-0.00,0.03,0.01
1.823792,-0.02,0.01,-0.00
1.827062,0.01,-0.00,-0.01
1.827488,-0.02,0.01,0.00
1.835320,-0.01,-0.01,0.00
1.835886,0.01,-0.03,0.01
1.836174,-0.02,0.03,0.02
1.836396,-0.02,-0.00,0.01
1.839176,0.01,-0.03,-0.00
1.839680,-0.02,0.02,-0.01
1.846339,-0.01,0.01,0.00
1.846826,0.01,0.01,0.00
1.847048,-0.02,0.00,0.01
1.847250,0.01,-0.03,-0.00
1.849334,0.00,-0.01,0.01
1.850240,-0.02,0.01,0.00
1.854132,0.01,-0.04,-0.00
1.854523,0.01,-0.00,-0.01
1.860040,-0.02,0.05,0.00
1.860527,-0.00,-0.00,-0.01
1.862090,0.01,-0.01,-0.00
1.862537,-0.01,-0.03,0.00
1.865332,-0.00,0.01,0.01
1.866732,-0.02,0.02,0.00
1.869848,-0.00,-0.01,0.01
1.870880,0.00,-0.03,-0.00
1.876647,-0.01,0.02,-0.01
1.877287,-0.01,0.00,-0.01
1.878940,0.00,-0.02,0.01
1.879367,-0.01,0.04,0.01
1.882731,-0.01,-0.00,-0.00
1.883190,-0.01,-0.02,-0.01
1.886891,-0.01,0.00,-0.01
1.887316,0.00,-0.03,0.01
1.891356,0.00,-0.01,0.00
1.894909,-0.01,0.02,0.01
1.895493,-0.00,-0.02,0.01
1.895767,-0.00,-0.02,-0.00
1.898865,-0.01,0.01,-0.00
1.899327,-0.01,0.02,0.00
1.902678,-0.01,0.01,0.01
1.903118,-0.01,-0.02,0.00
1.906913,0.00,-0.03,0.00
1.912683,-0.01,0.01,0.00
1.913417,-0.01,0.00,0.00
1.913706,-0.01,0.01,-0.00
1.913953,-0.01,0.02,0.00
1.915507,-0.00,-0.02,-0.01
1.918257,0.00,-0.04,-0.00
1.919209,0.00,-0.01,0.00
1.923167,-0.01,0.02,0.02
1.923750,-0.01,0.02,-0.00
1.949855,-0.00,0.00,-0.01
1.950431,-0.01,-0.00,-0.01
1.950720,-0.01,-0.01,0.00
1.950947,0.00,-0.00,0.00
1.951229,-0.01,0.02,0.01
1.951476,-0.01,-0.01,0.01
1.951713,-0.00,-0.00,-0.01
1.951964,-0.00,-0.01,0.00
1.952260,0.00,-0.01,0.00
1.952506,-0.01,0.01,0.01
1.952721,-0.01,-0.02,0.01
1.952956,0.00,-0.02,0.01
1.953391,-0.01,0.04,0.00
1.953549,-0.02,0.03,0.00
1.953714,0.00,-0.05,-0.01
1.961468,0.00,0.02,-0.00
1.961989,-0.02,0.05,0.01
1.962214,-0.01,-0.01,-0.00
1.976262,0.01,-0.05,-0.01
1.976791,-0.01,0.01,-0.00
1.977132,-0.02,0.02,-0.00
1.977348,-0.00,0.01,0.00
1.977583,-0.01,0.00,-0.01
1.977785,-0.01,-0.00,-0.01
1.977975,0.00,0.00,0.01
1.978162,-0.01,-0.00,0.00
1.978341,-0.01,-0.00,0.00
1.991138,0.00,-0.02,0.00
1.991653,-0.02,0.00,-0.01
1.991909,0.00,-0.03,0.01
1.992127,0.01,0.00,-0.00
1.992309,-0.02,0.03,0.00
1.992479,-0.01,-0.02,-0.00
1.992660,0.01,-0.03,-0.00
2.006786,-0.02,0.02,0.00
2.007605,-0.00,0.00,0.00
2.007847,0.00,-0.02,-0.01
2.008050,-0.00,0.00,-0.01
2.008229,-0.02,0.01,0.00
2.008447,0.00,-0.01,0.01
2.008637,-0.00,0.01,0.00
2.008807,-0.02,0.03,0.00
2.031355,0.00,-0.03,-0.01
2.031809,0.00,-0.03,-0.00
2.032021,-0.01,-0.00,0.01
2.032208,-0.01,0.01,0.01
2.032413,-0.01,0.02,-0.01
2.032634,-0.01,0.00,0.01
2.032828,-0.00,-0.03,-0.01
2.033096,0.00,0.01,0.00
2.033360,-0.01,0.01,0.00
2.033555,-0.01,-0.02,0.01
2.033743,-0.00,0.01,-0.00
2.033947,-0.02,0.02,-0.01
2.034101,-0.01,-0.00,-0.01
2.038710,-0.00,0.00,-0.01
2.039169,-0.01,0.02,0.00
2.039397,-0.02,0.01,0.00
2.055171,0.00,-0.02,0.01
2.055652,-0.01,0.02,0.01
2.055880,-0.02,0.02,0.01
2.056073,-0.00,-0.04,-0.01
2.056248,-0.00,0.00,0.00
2.056433,-0.01,0.01,0.01
2.056613,-0.01,0.01,0.01
2.056790,-0.00,0.00,-0.00
2.072870,-0.01,0.02,-0.00
2.073336,-0.02,-0.01,0.00
2.073551,0.01,-0.03,-0.00
2.073719,-0.01,0.01,0.00
2.073885,-0.01,0.01,0.00
2.074091,-0.00,-0.00,0.00
2.074259,0.00,-0.05,0.00
2.074421,-0.01,0.05,-0.00
2.074604,-0.02,0.05,0.00
2.074786,0.01,-0.05,0.01
2.085637,0.01,-0.01,0.00
2.086150,-0.01,0.03,0.01
2.086372,-0.01,0.01,0.01
2.086585,0.01,-0.02,-0.01
2.086759,-0.02,0.01,-0.01
2.086943,-0.02,-0.01,-0.00
2.091083,0.01,0.00,0.00
2.091491,-0.02,0.02,0.01
2.106809,-0.01,-0.01,-0.00
2.107581,0.00,-0.02,0.00
2.107845,-0.02,0.02,0.00
2.108040,0.00,-0.03,-0.00
2.108232,0.00,-0.01,0.01
2.108419,-0.01,0.02,-0.00
2.108610,-0.01,-0.03,0.00
2.108799,0.00,-0.03,0.00
2.111268,-0.01,0.02,0.00
2.111689,-0.01,-0.02,0.01
2.114144,0.01,-0.04,-0.00
2.115303,-0.00,0.00,0.00
2.118586,-0.01,0.03,0.00
2.118990,-0.00,-0.04,-0.01
2.122474,-0.00,-0.02,-0.00
2.123080,-0.01,0.03,-0.00
2.136442,-0.01,-0.00,0.01
2.137211,-0.00,-0.03,0.00
2.137452,-0.01,0.01,-0.00
2.137650,-0.02,0.00,0.00
2.137840,0.01,-0.01,0.00
2.138037,-0.00,-0.01,0.00
2.138244,-0.01,0.00,-0.00
2.139202,-0.01,0.03,0.00
2.143332,-0.02,0.01,0.00
2.144698,0.01,-0.03,-0.00
2.146138,-0.00,0.01,0.01
2.147135,-0.02,0.01,-0.00
2.150086,0.00,-0.03,0.01
2.151110,-0.00,-0.01,-0.00
2.155482,-0.02,0.03,0.00
2.155880,-0.02,0.00,0.00
2.157834,0.01,-0.01,-0.01
2.158779,-0.03,0.03,0.01
2.162368,-0.02,-0.01,0.01
2.163326,0.02,-0.03,0.00
2.165847,-0.02,0.03,0.00
2.167092,-0.00,-0.01,0.00
2.169629,0.01,-0.02,0.00
2.170840,-0.01,0.03,-0.00
2.174662,-0.01,0.01,-0.00
2.175316,-0.00,-0.03,0.00
2.177808,0.00,-0.03,0.01
2.179047,-0.01,0.05,0.00
2.183465,-0.01,-0.01,0.00
2.184262,0.00,-0.03,-0.01
2.185885,-0.01,-0.02,-0.00
2.186944,0.00,0.01,0.01
2.191137,-0.01,0.03,0.01
2.191767,-0.02,0.01,0.00
2.194789,0.01,-0.03,-0.00
2.195316,0.00,-0.04,0.00
2.197670,-0.01,0.01,0.01
2.200031,-0.01,0.01,-0.00
2.201952,-0.00,-0.01,-0.00
2.203207,-0.00,-0.02,0.00
2.206994,-0.01,0.01,-0.01
2.207361,-0.01,0.01,0.00
2.211789,-0.00,-0.00,-0.01
2.212390,-0.01,-0.02,0.00
2.214034,0.00,0.00,0.00
2.216178,-0.01,0.03,-0.01
2.218915,-0.02,0.02,-0.01
2.219333,0.01,-0.07,0.00
2.222852,0.01,0.00,0.00
2.223226,-0.02,0.06,0.00
2.226382,-0.01,0.03,0.00
2.227689,0.01,-0.07,-0.01
2.230453,0.01,-0.05,-0.01
2.230991,-0.02,0.05,0.01
2.234642,-0.00,0.02,0.00
2.235010,-0.01,-0.04,0.00
2.237599,-0.00,-0.04,0.00
2.238739,-0.00,0.01,-0.01
2.242166,-0.01,0.03,-0.00
2.243130,-0.01,-0.00,-0.01
2.246177,0.00,-0.02,0.00
2.247277,-0.02,0.03,-0.02
2.250236,-0.00,-0.02,-0.00
2.250905,0.00,-0.04,-0.00
2.253782,-0.01,0.01,0.02
2.255098,-0.00,-0.00,0.01
2.257963,0.00,-0.00,-0.00
2.259872,-0.01,0.00,-0.01
2.261860,-0.00,-0.01,-0.01
2.262837,-0.01,-0.00,0.00
2.265933,0.00,0.01,0.00
2.267161,-0.02,0.01,0.00
2.270323,0.00,-0.04,0.00
2.271341,-0.00,-0.03,-0.00
2.275209,-0.01,0.01,0.00
2.275829,-0.01,0.02,-0.01
2.278868,-0.00,0.01,-0.01
2.279369,-0.01,-0.01,-0.00
2.282111,0.00,-0.01,0.01
2.283474,-0.02,0.01,-0.00
2.286377,-0.00,-0.01,0.01
2.287484,0.00,-0.02,-0.01
2.290619,-0.01,0.03,0.00
2.292092,-0.02,0.03,-0.01
2.294185,0.00,-0.04,-0.01
2.295969,-0.00,0.00,-0.01
2.298209,-0.01,0.03,0.01
2.299348,-0.00,-0.00,0.00
2.302285,-0.00,0.00,0.00
2.303397,-0.01,0.00,-0.00
2.306443,0.00,-0.01,-0.01
2.308325,-0.00,0.00,0.00
2.312559,-0.00,-0.01,0.01
2.313456,0.00,0.01,0.00
2.313733,-0.03,0.03,-0.00
2.314902,0.01,-0.08,-0.00
2.318702,0.00,0.04,-0.00
2.319069,-0.03,0.07,-0.00
2.321995,-0.00,-0.02,0.01
2.323287,0.02,-0.04,-0.01
2.333777,-0.01,-0.00,-0.01
2.334455,-0.01,0.03,0.00
2.335035,0.01,-0.02,-0.00
2.335308,-0.01,-0.01,-0.01
2.335572,-0.01,0.00,-0.00
2.335811,-0.01,0.01,0.01
2.338063,-0.01,0.03,-0.00
2.339491,-0.01,0.00,-0.00
2.342076,0.01,-0.04,0.00
2.343866,-0.02,0.01,0.01
2.346127,-0.01,0.01,0.01
2.347583,0.01,-0.01,-0.00
2.349888,-0.01,-0.00,-0.01
2.350928,-0.01,-0.00,0.00
2.354124,0.00,0.00,-0.00
2.355221,-0.00,0.00,-0.00
2.358201,-0.00,-0.01,0.02
2.359211,-0.00,-0.01,0.01
2.362338,0.00,-0.01,-0.00
2.363286,-0.01,-0.00,-0.01
2.366110,0.00,-0.01,0.00
2.367687,-0.01,-0.00,0.00
2.371466,-0.00,0.00,-0.01
2.371808,-0.01,0.02,0.01
2.374849,-0.01,-0.01,0.01
2.375665,0.00,-0.03,0.00
2.378223,-0.01,0.04,0.00
2.379253,-0.02,0.06,-0.00
2.383709,0.00,-0.04,-0.01
2.384025,-0.00,0.01,-0.01
2.386110,-0.02,0.02,0.00
2.387438,-0.01,-0.02,0.00
2.391091,0.01,-0.03,0.01
2.391737,-0.02,0.03,-0.00
2.394269,-0.00,0.00,0.01
2.395515,-0.00,-0.00,-0.01
2.398249,-0.01,0.02,-0.01
2.399390,-0.00,-0.01,-0.00
2.402444,0.01,-0.03,-0.00
2.403421,-0.02,0.01,0.00
2.406496,-0.01,-0.01,0.01
2.410700,-0.00,-0.03,0.00
2.411320,-0.01,0.00,0.00
2.411586,-0.00,0.00,-0.01
2.414256,-0.01,0.01,-0.00
2.415498,-0.00,-0.04,0.00
2.418445,0.00,0.02,-0.00
2.419493,-0.02,0.04,-0.00
2.422219,-0.01,0.00,0.01
2.423162,0.00,-0.04,-0.00
2.427030,-0.01,0.02,0.00
2.427556,-0.02,0.02,0.01
2.430510,-0.00,-0.01,0.01
2.431112,-0.00,-0.01,-0.00
2.434445,-0.01,-0.00,-0.00
2.435603,-0.01,-0.01,0.00
2.437967,0.00,0.00,0.00
2.439118,-0.01,0.02,0.00
2.442913,-0.01,0.02,0.00
2.443478,0.00,-0.01,-0.01
2.446442,-0.00,-0.01,0.01
2.447426,0.00,-0.01,0.00
2.450128,-0.00,0.00,0.01
2.450938,-0.01,-0.01,0.00
2.454458,-0.01,0.00,-0.01
2.455150,-0.01,0.01,-0.02
2.458325,-0.00,0.01,0.01
2.459499,-0.00,-0.00,-0.00
2.461845,-0.00,-0.00,0.00
2.463229,-0.01,-0.03,0.01
2.466149,0.00,-0.00,0.00
2.467927,-0.02,0.01,0.00
2.470630,0.00,-0.01,-0.01
2.471677,-0.01,0.01,-0.01
2.474511,0.00,-0.02,0.01
2.475255,0.01,-0.01,0.00
2.478371,-0.02,0.02,0.01
2.479607,0.00,-0.03,0.00
2.482631,0.01,-0.05,0.00
2.483382,-0.01,0.02,0.00
2.486726,-0.02,0.03,-0.00
2.487670,-0.00,-0.05,-0.00
2.496832,0.01,-0.03,-0.01
2.497192,-0.02,0.03,0.01
2.497316,0.01,-0.01,0.00
2.497405,0.01,0.02,-0.00
2.498629,-0.02,0.00,0.01
2.499419,0.01,-0.04,-0.01
2.502218,-0.01,0.01,0.01
2.503338,-0.02,0.02,0.00
2.506934,-0.00,-0.00,-0.00
2.512454,-0.01,0.00,-0.00
2.513089,-0.01,-0.01,0.00
2.513359,-0.00,0.01,-0.00
2.514439,-0.00,-0.00,-0.00
2.515354,-0.01,-0.02,-0.00
2.518678,-0.01,-0.03,0.00
2.519210,-0.01,0.01,-0.00
2.523231,-0.01,-0.01,-0.00
2.523602,0.00,-0.03,-0.00
2.526784,-0.00,-0.00,0.01
2.527396,-0.01,-0.01,-0.00
2.531282,-0.00,0.00,0.00
2.531648,-0.02,0.01,-0.00
2.534637,-0.00,-0.01,-0.00
2.535926,-0.00,0.02,-0.00
2.538591,-0.02,0.02,-0.00
2.539289,0.00,-0.04,-0.00
2.542730,-0.00,0.00,0.00
2.543512,-0.02,0.00,0.01
2.546323,0.01,-0.01,-0.00
2.547491,-0.01,0.04,-0.00
2.550748,-0.02,0.03,-0.00
2.551958,0.00,-0.02,-0.01
2.554159,-0.01,-0.00,-0.01
2.555316,-0.00,-0.02,0.01
2.558252,0.00,-0.02,0.00
2.559362,-0.00,0.02,0.00
2.562154,-0.01,0.01,-0.01
2.563466,0.00,-0.03,-0.00
2.567099,0.01,-0.03,-0.01
2.567446,-0.01,0.00,0.01
2.570843,-0.01,0.03,0.00
2.571360,-0.01,0.00,-0.00
2.575029,-0.00,-0.03,-0.01
2.575667,-0.01,0.01,-0.02
2.578529,-0.01,-0.01,0.01
2.579870,0.00,-0.01,0.01
2.582650,-0.01,0.01,-0.00
2.584032,-0.02,-0.01,-0.00
2.586864,0.01,-0.04,0.00
2.587561,-0.01,0.03,0.00
2.590789,-0.02,-0.02,-0.00
2.591458,0.01,-0.05,-0.01
2.594354,-0.00,0.02,-0.01
2.595981,-0.02,0.01,-0.00
2.598227,-0.01,-0.02,0.00
2.599287,0.00,-0.01,-0.00
2.602435,-0.02,0.01,0.00
2.603462,0.01,-0.03,-0.00
2.606382,0.01,-0.02,-0.00
2.607564,-0.02,0.03,-0.00
2.611936,-0.01,-0.01,-0.00
2.612559,-0.00,-0.02,-0.01
2.614466,-0.00,-0.01,0.01
2.615630,-0.01,0.01,0.01
2.618309,-0.00,0.00,0.01
2.619552,-0.01,-0.01,0.00
2.622566,-0.00,-0.02,0.00
2.631826,-0.00,-0.01,-0.00
2.632666,-0.00,-0.00,0.01
2.632928,-0.01,0.03,-0.00
2.633283,-0.02,0.01,0.00
2.633510,-0.01,-0.03,-0.00
2.634454,0.01,-0.03,-0.00
2.635424,-0.02,0.04,-0.00
2.638318,0.00,-0.05,0.01
2.639594,0.01,-0.05,0.00
2.642565,-0.02,0.03,0.00
2.643692,-0.01,-0.00,-0.01
2.647183,0.01,-0.01,0.00
2.647814,-0.02,0.02,0.00
2.650370,-0.01,-0.01,0.01
2.651702,-0.00,-0.00,0.01
2.654402,-0.01,0.02,-0.01
2.655399,-0.01,-0.02,0.00
2.658352,0.01,-0.05,0.00
2.659578,0.00,-0.01,-0.01
2.662876,-0.02,0.04,0.00
2.663550,-0.00,0.02,-0.00
2.666767,-0.00,-0.01,-0.00
2.667561,0.00,-0.04,-0.00
2.670651,-0.01,0.00,0.00
2.671533,-0.01,0.02,0.01
2.674746,0.00,0.00,0.01
2.675793,-0.00,-0.03,-0.01
2.678922,-0.01,0.01,-0.00
2.679837,-0.01,0.03,-0.01
2.683143,-0.01,-0.00,0.01
2.683479,0.01,-0.03,0.00
2.686468,-0.01,0.01,0.00
2.687440,-0.01,-0.00,0.01
2.690458,0.00,0.01,-0.00
2.691886,-0.02,-0.00,-0.00
2.694726,-0.01,-0.02,-0.01
2.696035,-0.00,0.00,-0.01
2.698844,-0.02,0.02,0.00
2.699859,-0.00,-0.01,0.01
2.702621,0.00,-0.01,0.01
2.703553,-0.02,0.01,-0.01
2.706864,0.01,-0.05,0.00
2.710967,0.02,-0.01,0.00
2.711493,-0.02,0.03,0.00
2.711611,-0.00,-0.02,0.00
2.714446,0.00,-0.02,-0.01
2.715727,-0.01,0.01,0.00
2.718625,-0.00,-0.02,0.00
2.719455,-0.00,-0.00,-0.00
2.722576,-0.01,-0.00,0.01
2.724390,0.00,-0.01,-0.00
2.726827,-0.01,0.01,-0.01
2.727965,-0.01,-0.01,-0.00
2.730884,-0.00,-0.02,-0.01
2.731728,-0.01,0.01,-0.00
2.734375,-0.01,0.00,0.01
2.735803,0.00,-0.01,0.00
2.738699,-0.02,0.01,0.00
2.739661,0.01,-0.03,0.00
2.742687,0.00,-0.02,-0.00
2.743962,-0.01,0.00,-0.00
2.746892,-0.00,-0.02,0.00
2.747867,-0.01,-0.00,-0.01
2.750662,-0.01,0.00,0.00
2.751566,-0.00,-0.01,-0.00
2.754619,-0.02,0.04,0.00
2.756116,-0.02,0.01,-0.00
2.759366,0.02,-0.07,0.00
2.759974,-0.00,0.03,-0.00
2.762824,-0.03,0.05,0.01
2.763715,-0.00,-0.02,0.00
2.766849,0.00,-0.02,-0.01
2.768005,-0.02,0.02,-0.00
2.770800,-0.01,0.01,0.00
2.771774,0.01,-0.04,0.01
2.774619,-0.01,0.01,0.00
2.775715,-0.01,0.02,-0.01
2.778901,-0.01,0.01,0.00
2.779553,-0.00,-0.03,-0.01
2.782441,0.00,-0.03,-0.01
2.783933,-0.01,0.03,0.00
2.786565,-0.01,-0.02,0.00
2.788106,0.01,-0.04,0.01
2.791581,-0.01,0.02,-0.01
2.792375,-0.02,0.02,0.01
2.794724,0.00,-0.04,-0.01
2.795711,0.01,-0.02,-0.00
2.798376,-0.02,0.01,0.00
2.799612,0.01,-0.03,0.00
2.802891,0.01,-0.02,0.00
2.803562,-0.01,0.01,0.01
2.807477,-0.00,-0.03,-0.00
2.807813,0.00,-0.01,0.01
2.813896,-0.01,0.00,0.01
2.814263,-0.01,0.02,0.00
2.818648,-0.01,-0.00,-0.01
2.818919,-0.01,-0.03,-0.01
2.819021,0.00,-0.02,0.01
2.819802,-0.01,0.01,0.01
2.822836,-0.01,-0.00,0.01
2.823729,-0.01,0.00,0.00
2.826408,-0.00,-0.01,0.00
2.827763,-0.01,-0.01,-0.02
2.830846,-0.00,-0.00,-0.01
2.831658,-0.01,0.01,0.01
2.834338,-0.01,-0.01,0.00
2.835489,-0.00,-0.00,-0.00
2.838821,-0.02,-0.01,-0.01
2.839722,-0.00,-0.02,0.01
2.842779,0.00,0.00,0.00
2.843733,-0.01,0.02,-0.01
2.846844,-0.02,-0.00,-0.01
2.848037,0.01,-0.03,-0.00
2.850768,0.01,-0.01,0.01
2.851527,-0.02,0.03,0.00
2.854422,-0.01,-0.02,0.00
2.855698,0.01,-0.06,-0.01
2.858661,0.00,-0.02,-0.01
2.859682,-0.02,0.02,0.01
2.862564,-0.00,-0.02,-0.00
2.863564,-0.00,-0.03,-0.02
2.866389,-0.01,0.00,-0.00
2.867777,-0.01,0.01,-0.01
2.871001,-0.01,-0.03,0.00
2.871589,0.01,-0.01,-0.00
2.874744,-0.02,0.04,0.00
2.875811,-0.00,-0.04,-0.00
2.879130,0.01,-0.05,0.00
2.879648,-0.01,0.01,0.00
2.882668,-0.02,-0.01,0.02
2.883519,0.00,-0.02,0.01
2.886327,-0.01,-0.01,-0.01
2.887706,-0.01,0.02,0.00
2.893704,-0.00,-0.02,-0.01
2.894292,0.00,-0.03,-0.00
2.894629,-0.00,-0.01,0.00
2.895904,-0.01,0.03,0.00
2.899036,-0.02,0.01,0.01
2.900273,0.01,-0.05,-0.01
2.903295,-0.01,-0.01,-0.01
2.903762,-0.01,0.02,0.00
2.907868,-0.01,0.01,0.00
2.908254,-0.01,-0.03,-0.01
2.910674,-0.00,-0.02,0.00
2.911790,-0.01,-0.01,-0.00
2.915033,-0.01,0.03,0.01
2.915844,-0.00,-0.02,0.00
2.919161,0.00,-0.04,-0.01
2.919909,-0.00,-0.02,-0.00
2.923062,-0.01,0.02,0.00
2.924795,-0.01,0.01,0.01
2.926939,-0.00,-0.02,0.00
2.927895,0.00,-0.02,-0.00
2.931042,-0.01,-0.00,0.00
2.931973,-0.00,-0.02,0.01
2.935859,0.01,-0.04,0.01
2.936217,-0.02,0.03,-0.00
2.939747,-0.02,0.04,0.00
2.940109,-0.01,-0.02,-0.01
2.942963,0.01,-0.05,-0.01
2.943697,-0.01,0.02,0.01
2.946972,-0.01,0.03,0.01
2.947772,0.00,-0.01,-0.00
2.950658,0.00,-0.04,0.00
2.951622,-0.01,-0.00,-0.01
2.954645,-0.00,-0.02,-0.01
2.955787,-0.00,-0.01,0.01
2.958838,-0.01,0.01,0.00
2.959749,-0.01,0.01,0.00
2.962710,-0.01,0.00,-0.00
2.964300,0.00,-0.02,-0.01
2.966931,-0.00,-0.02,0.00
