time,wx (rad/s),wy (rad/s),wz (rad/s)
22.950466,-0.01,-0.02,-0.01
22.952732,0.01,-0.03,0.00
22.955356,-0.01,0.04,0.01
22.956188,-0.02,0.01,0.02
22.959029,0.01,-0.02,-0.01
22.959497,-0.01,0.03,-0.01
22.962417,-0.01,-0.00,0.01
22.964642,0.00,-0.02,-0.00
22.966172,0.00,0.02,-0.00
22.967098,-0.02,-0.00,0.01
22.970057,0.01,-0.03,0.00
22.972407,-0.01,0.01,-0.00
22.974015,-0.01,-0.01,0.00
22.976381,0.01,-0.02,-0.00
22.977143,-0.01,0.02,0.01
22.979713,-0.00,0.00,-0.01
22.981391,-0.01,0.01,-0.00
22.983376,-0.01,-0.00,0.00
22.984926,0.00,-0.02,0.00
22.993665,-0.01,0.00,-0.00
22.994457,-0.01,0.00,0.00
22.994715,-0.00,-0.01,-0.00
22.994938,-0.00,0.03,-0.01
22.995172,-0.01,-0.01,-0.01
22.998826,0.01,-0.03,-0.00
23.000157,-0.01,-0.00,0.00
23.001253,-0.01,0.02,0.01
23.004353,-0.02,0.00,0.00
23.011997,0.00,0.00,-0.01
23.012801,-0.02,-0.00,-0.01
23.013216,0.00,-0.01,0.00
23.013479,-0.00,0.00,0.00
23.013735,-0.02,0.03,0.00
23.016821,-0.00,-0.02,0.00
23.017395,0.00,-0.00,0.00
23.020902,-0.02,0.02,-0.00
23.024245,0.00,-0.00,-0.00
23.025111,-0.01,0.01,-0.01
23.025425,-0.01,-0.01,0.01
23.028847,0.00,-0.00,0.00
23.029406,-0.01,0.02,0.00
23.032889,-0.02,0.01,0.01
23.033435,0.00,-0.00,-0.02
23.035710,-0.01,-0.00,-0.01
23.039464,0.00,-0.00,0.00
23.040279,-0.01,0.04,0.01
23.042947,-0.01,-0.02,-0.00
23.043639,0.01,-0.03,0.00
23.046795,-0.01,-0.01,0.00
23.047320,-0.01,0.02,0.00
23.050954,0.00,0.02,0.00
23.051416,-0.02,0.05,-0.01
23.054271,-0.00,-0.01,-0.00
23.057385,0.00,-0.03,0.00
23.058088,-0.01,-0.01,-0.01
23.060688,-0.01,0.03,0.01
23.062961,0.01,-0.01,0.01
23.063437,-0.02,-0.01,-0.00
23.066480,-0.00,-0.03,0.00
23.068887,0.00,0.02,-0.02
23.072031,-0.03,0.04,0.01
23.072744,-0.01,0.00,0.01
23.073230,0.02,-0.02,-0.01
23.075727,-0.03,-0.00,0.00
23.077179,0.02,-0.04,0.02
23.080664,0.01,0.01,0.00
23.082060,-0.03,0.05,0.00
23.084710,0.01,-0.05,-0.01
23.085290,0.02,-0.02,-0.01
23.091965,-0.03,0.04,-0.00
23.092692,0.01,-0.02,0.00
23.093079,0.01,-0.03,0.01
23.093313,-0.01,0.01,0.02
23.096507,-0.01,-0.00,-0.01
23.098547,-0.01,0.00,-0.00
23.099433,-0.01,-0.00,-0.00
23.102891,0.01,0.02,-0.01
23.111262,-0.02,0.01,-0.00
23.112148,-0.02,-0.02,-0.00
23.112449,0.01,-0.02,-0.00
23.112685,-0.02,0.04,0.01
23.112933,-0.01,-0.01,-0.00
23.113576,0.02,-0.02,-0.01
23.116685,-0.02,0.02,0.00
23.117329,-0.00,-0.02,0.00
23.121055,0.02,-0.02,0.01
23.121629,-0.03,0.06,-0.00
23.125705,-0.01,0.00,-0.00
23.126479,0.01,-0.04,0.00
23.127352,0.00,-0.01,-0.00
23.129380,-0.02,0.02,0.00
23.132131,0.01,0.01,0.01
23.134159,-0.00,-0.00,0.00
23.136094,-0.01,-0.00,-0.00
23.139210,-0.00,0.01,0.01
23.140009,-0.01,0.01,-0.00
23.142083,-0.01,-0.01,0.01
23.143430,-0.00,0.00,-0.01
23.146930,-0.01,0.02,0.01
23.147395,-0.01,0.02,-0.00
23.150584,-0.01,-0.01,-0.01
23.152582,0.00,-0.04,0.01
23.156036,0.00,-0.01,0.00
23.156848,-0.01,0.05,-0.00
23.160849,-0.01,-0.00,-0.00
23.161333,0.01,-0.02,0.00
23.161618,-0.00,0.04,-0.01
23.165328,-0.02,0.01,-0.01
23.165785,0.01,-0.06,0.01
23.168850,0.01,-0.01,0.01
23.173800,-0.03,0.06,-0.01
23.174620,0.01,-0.03,0.00
23.177080,0.01,-0.04,-0.01
23.177536,-0.01,-0.00,0.00
23.177789,-0.01,0.02,0.01
23.180821,-0.01,0.03,0.00
23.181632,-0.01,0.02,-0.00
23.184662,0.00,-0.03,0.00
23.185427,-0.00,-0.00,-0.01
23.190103,-0.00,0.03,0.00
23.190845,-0.02,0.02,0.01
23.193189,0.01,-0.04,0.00
23.193756,-0.02,0.01,-0.00
23.196102,-0.02,0.01,0.00
23.199349,0.00,-0.01,0.00
23.199792,-0.02,0.03,0.00
23.202917,-0.02,0.03,0.00
23.210044,-0.00,0.00,-0.01
23.210831,-0.01,-0.01,-0.01
23.211127,-0.01,-0.03,0.00
23.211387,0.01,-0.00,0.02
23.212059,-0.02,0.04,-0.00
23.215147,-0.00,-0.03,-0.00
23.217289,0.01,-0.06,-0.01
23.218011,-0.01,0.02,0.00
23.220697,-0.01,0.03,0.01
23.229872,0.00,0.02,0.01
23.230586,-0.01,-0.02,-0.01
23.230845,-0.00,-0.02,-0.00
23.231038,-0.00,0.00,0.01
23.231234,-0.01,0.02,0.00
23.233305,-0.01,0.01,0.00
23.235806,0.00,-0.01,0.00
23.236244,-0.01,0.01,-0.01
23.241749,0.00,-0.03,-0.01
23.242503,-0.01,0.02,0.00
23.242750,-0.02,0.04,0.01
23.244848,-0.01,0.02,-0.01
23.246143,-0.00,-0.01,-0.02
23.248868,0.00,-0.03,0.01
23.251033,-0.00,-0.01,0.02
23.251623,-0.01,0.03,-0.00
23.255131,-0.02,0.02,-0.00
23.255896,-0.01,0.01,-0.00
23.259443,0.01,-0.06,0.00
23.259827,-0.00,0.02,0.00
23.263021,-0.02,0.04,0.01
23.266443,-0.01,0.01,0.01
23.266856,-0.00,-0.01,-0.00
23.268926,-0.01,-0.01,-0.01
23.274137,0.00,-0.00,-0.01
23.274792,-0.01,0.03,0.01
23.275029,-0.00,-0.03,0.01
23.277144,0.00,0.02,-0.02
23.278570,-0.01,0.04,-0.00
23.279901,-0.00,-0.03,0.00
23.282886,0.01,-0.00,0.00
23.285117,-0.02,0.03,0.00
23.287234,-0.00,-0.01,0.00
23.287672,-0.00,-0.01,0.00
23.290383,-0.00,0.02,-0.00
23.292866,-0.01,0.02,-0.00
23.295276,0.00,-0.01,0.00
23.295731,0.00,-0.04,0.01
23.298351,0.00,-0.01,0.00
23.299970,-0.02,0.06,0.01
23.301634,-0.01,-0.00,-0.00
23.304341,0.01,-0.04,0.00
23.311453,-0.01,0.00,-0.02
23.312263,-0.02,0.03,0.01
23.312560,0.01,-0.03,0.01
23.312822,0.00,0.00,-0.00
23.315423,-0.02,0.02,0.00
23.317920,0.01,-0.03,-0.00
23.318378,0.00,-0.02,-0.00
23.320791,-0.01,0.01,-0.00
23.329941,-0.01,0.01,0.01
23.330755,-0.00,0.02,-0.01
23.331052,-0.01,0.01,-0.00
23.331307,-0.00,-0.03,-0.01
23.331547,0.00,0.01,0.01
23.331783,-0.01,0.03,0.01
23.335824,-0.01,0.00,-0.00
23.336333,0.00,-0.02,-0.01
23.343134,-0.00,-0.00,-0.01
23.343915,-0.01,0.00,-0.00
23.344233,-0.01,0.01,0.00
23.344516,0.00,-0.00,-0.01
23.347080,-0.01,-0.01,-0.00
23.347658,0.00,0.00,0.00
23.351334,-0.01,0.01,0.00
23.351817,-0.01,-0.01,0.00
23.354084,-0.01,0.00,-0.01
23.359215,-0.00,-0.02,0.01
23.360064,-0.00,-0.01,-0.00
23.360410,-0.01,0.04,-0.01
23.363265,-0.02,0.03,-0.00
23.363744,0.01,-0.05,-0.00
23.367033,0.00,-0.04,-0.01
23.367866,-0.00,0.03,0.00
23.370942,-0.01,0.01,0.00
23.372904,0.00,-0.04,0.01
23.375962,0.00,-0.01,-0.00
23.376322,-0.01,0.02,-0.01
23.378890,-0.01,0.00,0.00
23.381228,-0.00,-0.03,-0.01
23.381806,-0.00,0.00,-0.00
23.387090,-0.02,0.05,-0.00
23.387514,-0.00,0.00,-0.01
23.393923,0.01,-0.03,0.00
23.394634,-0.01,-0.00,-0.00
23.394877,-0.00,0.00,0.00
23.395056,-0.01,-0.00,0.01
23.397144,-0.00,0.01,-0.00
23.399238,-0.01,0.01,-0.01
23.399895,0.00,-0.00,-0.01
23.403589,-0.01,-0.02,-0.00
23.412192,0.00,0.02,0.00
23.412910,-0.02,0.02,0.00
23.413279,-0.01,-0.00,-0.00
23.413523,-0.00,-0.04,-0.01
23.413723,0.00,0.00,-0.01
23.415733,-0.01,0.05,0.00
23.416139,-0.02,0.03,0.01
23.419427,0.01,-0.06,-0.01
23.419951,0.01,-0.03,-0.01
23.424700,-0.02,0.02,0.02
23.427114,0.01,-0.02,0.01
23.427545,-0.00,0.00,-0.01
23.427876,-0.01,0.03,-0.00
23.430978,-0.01,-0.00,-0.01
23.433330,0.01,-0.04,0.00
23.435513,-0.00,-0.00,-0.00
23.439582,-0.02,0.03,0.00
23.440611,0.00,-0.02,0.01
23.440933,-0.00,-0.01,-0.01
23.443719,-0.00,-0.01,-0.00
23.444163,-0.00,0.00,0.00
23.447925,-0.00,-0.01,0.01
23.449069,-0.01,-0.02,0.01
23.451910,0.00,0.01,0.00
23.452246,-0.02,0.02,-0.00
23.454624,-0.01,0.00,0.00
23.458553,-0.00,-0.01,0.00
23.458967,-0.01,0.01,-0.00
23.460063,-0.00,0.01,0.00
23.463539,-0.01,-0.00,0.01
23.464360,-0.01,-0.03,0.00
23.466840,0.00,-0.01,0.00
23.468010,-0.01,0.01,-0.00
23.471463,-0.01,0.00,0.01
23.472247,-0.00,-0.01,0.01
23.474801,-0.01,0.03,-0.01
23.477210,-0.01,0.02,0.00
23.478590,-0.00,-0.01,-0.01
23.480891,-0.01,-0.00,0.01
23.482516,-0.01,-0.00,0.01
23.484103,-0.00,-0.01,0.00
23.487195,-0.01,0.02,-0.01
23.490373,-0.01,0.02,-0.00
23.491152,-0.01,-0.02,0.00
23.493393,-0.00,0.03,-0.00
23.494037,-0.02,-0.01,0.01
23.497345,0.00,-0.01,0.01
23.499464,-0.01,0.02,0.00
23.501453,-0.00,-0.03,0.00
23.503907,0.00,-0.02,0.00
23.509692,-0.01,0.02,-0.00
23.510397,-0.02,0.00,-0.01
23.510665,0.01,-0.02,0.00
23.510907,-0.01,0.02,0.00
23.513998,-0.02,0.02,0.00
23.516552,0.00,-0.02,-0.00
23.517096,0.00,-0.02,0.00
23.520580,-0.01,0.02,0.00
23.521144,0.00,-0.02,0.01
23.528913,0.00,-0.00,-0.00
23.529802,-0.01,0.05,-0.01
23.530086,-0.02,0.01,0.00
23.530344,0.01,-0.03,-0.00
23.530586,0.00,-0.00,0.00
23.533771,-0.02,0.04,0.01
23.534264,0.00,-0.03,0.01
23.537772,0.00,-0.03,-0.00
23.540787,-0.01,-0.02,0.00
23.541621,-0.00,0.02,-0.00
23.544821,-0.01,0.01,0.00
23.545359,-0.01,-0.01,0.01
23.546739,0.00,-0.01,-0.00
23.548013,-0.01,0.03,-0.01
23.551674,-0.01,0.01,0.00
23.553718,0.01,-0.03,0.01
23.558188,-0.00,0.01,-0.00
23.558879,-0.02,0.03,-0.01
23.559134,-0.01,-0.00,-0.02
23.561704,0.00,-0.03,0.01
23.562109,-0.01,0.01,0.00
23.565791,-0.01,0.03,0.00
23.566482,-0.01,0.00,0.01
23.569378,0.00,-0.02,-0.01
23.572512,-0.01,0.01,0.00
23.573384,-0.00,0.01,0.00
23.576049,0.00,0.00,0.00
23.576482,-0.01,-0.01,0.01
23.579434,-0.01,0.01,0.00
23.581752,-0.01,-0.03,-0.00
23.583764,0.01,-0.00,0.00
23.585984,-0.01,0.05,0.00
23.592884,-0.02,0.01,0.01
23.593708,0.02,-0.05,-0.02
23.593951,-0.02,0.02,0.00
23.594181,-0.03,0.02,0.01
23.594623,0.01,0.00,0.00
23.598224,-0.02,0.02,-0.01
23.598698,-0.02,-0.01,-0.01
23.602364,0.01,-0.03,-0.00
23.602817,-0.01,0.01,0.01
23.622107,-0.01,0.02,0.01
23.622858,-0.01,0.00,-0.00
23.623123,-0.01,-0.02,-0.00
23.623347,0.00,-0.02,-0.00
23.623564,0.01,-0.01,0.00
23.623812,-0.01,0.04,0.01
23.624001,-0.01,0.00,0.00
23.624177,-0.00,-0.02,-0.00
23.624390,-0.00,-0.02,-0.00
23.624583,-0.01,-0.01,0.00
23.624811,-0.01,0.00,0.01
23.626673,-0.00,0.01,-0.01
23.628277,-0.02,-0.01,-0.01
23.631545,0.00,-0.01,-0.00
23.632612,0.00,-0.01,0.00
23.634743,-0.01,0.00,0.00
23.638673,-0.01,0.00,0.00
23.639516,-0.00,-0.00,0.00
23.641049,-0.01,0.00,-0.00
23.642913,0.00,-0.01,-0.01
23.644893,-0.01,0.01,0.00
23.646612,-0.01,0.00,0.00
23.648126,-0.00,-0.01,0.00
23.650610,0.00,0.02,0.00
23.653084,-0.02,0.02,0.00
23.655354,0.01,-0.04,0.00
23.656445,-0.01,0.00,-0.01
23.659917,-0.01,0.01,0.00
23.660635,-0.00,-0.01,0.01
23.664127,0.00,-0.01,-0.01
23.664531,-0.01,0.04,-0.02
23.667761,-0.02,0.02,-0.01
23.668241,-0.00,-0.03,0.01
23.673499,0.00,-0.03,-0.00
23.674290,-0.02,0.05,0.00
23.674624,-0.02,0.02,0.01
23.677597,0.02,-0.06,0.00
23.680091,-0.01,0.00,-0.01
23.682092,-0.01,0.03,-0.00
23.682541,-0.01,0.01,0.00
23.685722,-0.00,0.02,-0.01
23.688858,-0.01,0.00,-0.00
23.689780,0.00,-0.03,-0.01
23.692871,-0.00,0.01,0.00
23.693401,-0.01,0.04,0.01
23.695682,-0.00,0.01,-0.00
23.696812,0.00,-0.03,-0.01
23.699557,-0.00,-0.01,-0.01
23.701725,-0.00,0.01,0.00
23.710787,-0.01,0.02,0.01
23.711591,0.00,0.00,0.00
23.711909,-0.02,-0.02,-0.02
23.712175,0.00,-0.03,-0.01
23.712427,-0.00,-0.01,0.01
23.713571,-0.01,0.05,-0.00
23.716829,-0.02,0.03,0.00
23.717451,0.01,-0.06,-0.01
23.720170,0.00,0.01,-0.01
23.720584,-0.01,0.04,0.01
23.729980,0.00,0.01,0.00
23.730680,-0.01,0.01,-0.00
23.730913,-0.00,-0.03,-0.00
23.731134,0.01,-0.04,-0.00
23.731342,-0.01,0.01,0.01
23.733895,-0.01,0.00,0.01
23.734585,0.00,-0.01,-0.00
23.737393,-0.00,0.01,-0.00
23.741188,-0.02,-0.01,-0.01
23.741853,0.01,-0.00,0.00
23.742466,-0.01,0.01,0.00
23.745493,-0.02,0.02,0.00
23.747360,-0.00,-0.01,0.00
23.749488,0.01,-0.03,0.00
23.750642,0.00,-0.04,-0.01
23.752213,-0.01,0.04,0.01
23.755190,-0.01,-0.00,0.00
23.759292,0.01,-0.02,-0.00
23.759678,-0.01,0.00,-0.01
23.762029,-0.01,-0.00,-0.00
23.762448,0.01,-0.02,0.00
23.765684,0.00,0.01,0.00
23.767672,-0.02,0.02,0.00
23.769674,-0.01,-0.01,-0.00
23.772554,0.00,-0.02,-0.01
23.773442,-0.01,0.00,-0.00
23.774932,0.00,0.00,0.01
23.776632,-0.00,0.00,0.01
23.778849,-0.01,0.02,-0.01
23.780722,0.01,-0.05,0.01
23.782822,0.01,-0.02,-0.00
23.784402,-0.02,0.05,0.00
23.787273,-0.00,-0.03,0.01
23.789971,0.01,-0.02,-0.01
23.792273,-0.02,0.01,-0.00
23.792598,-0.01,0.01,0.00
23.794626,-0.00,0.02,0.00
23.796626,-0.02,0.01,0.00
23.800072,-0.00,-0.03,-0.01
23.800482,-0.00,-0.00,0.00
23.804042,-0.01,0.00,0.01
23.811067,-0.01,-0.00,-0.00
23.811839,-0.01,0.01,-0.00
23.812138,-0.01,-0.01,-0.01
23.812407,-0.00,-0.03,-0.00
23.813506,-0.00,0.01,0.01
23.815976,-0.01,0.03,0.02
23.816692,-0.01,0.01,0.00
23.820077,0.01,-0.02,-0.01
23.832434,-0.02,-0.00,0.00
23.833362,0.00,0.01,-0.00
23.833676,0.00,0.01,0.01
23.833930,-0.01,0.01,-0.00
23.834200,-0.00,-0.03,0.00
23.834454,-0.01,-0.01,0.00
23.834686,-0.00,0.01,0.00
23.835031,-0.01,0.02,-0.01
23.837409,-0.00,0.01,-0.01
23.843789,-0.01,-0.00,-0.00
23.844578,0.00,-0.02,0.00
23.844919,-0.00,0.00,-0.00
23.845297,-0.01,-0.01,0.02
23.847697,0.00,-0.01,0.00
23.850231,-0.01,0.03,0.00
23.850696,-0.02,0.02,-0.01
23.853812,-0.00,-0.02,-0.00
23.857066,-0.01,-0.02,-0.00
23.860319,0.00,0.00,0.00
23.860751,-0.00,0.03,0.00
23.861051,-0.01,0.00,0.01
23.863368,0.00,-0.01,0.00
23.864518,-0.01,-0.00,-0.01
23.867916,0.00,-0.01,-0.01
23.868552,-0.01,-0.01,0.01
23.872922,0.00,0.00,0.00
23.873707,-0.01,0.01,0.00
23.875319,-0.01,0.01,-0.01
23.877119,-0.01,-0.02,0.01
23.879335,0.00,-0.01,-0.01
23.881088,-0.02,0.02,-0.00
23.883009,0.00,-0.02,0.00
23.884661,0.01,-0.01,0.00
23.886951,-0.02,0.00,-0.01
23.889929,-0.00,0.00,0.01
23.892377,-0.00,-0.01,0.00
23.896849,0.00,-0.02,0.01
23.897421,0.00,-0.02,-0.01
23.897676,-0.01,0.04,0.01
23.900006,-0.02,0.03,0.01
23.900936,0.00,-0.01,-0.02
23.904043,-0.01,-0.03,-0.00
23.911118,-0.00,0.01,0.01
23.912038,-0.01,0.02,0.01
23.912354,-0.00,-0.01,0.00
23.912629,-0.00,0.00,-0.01
23.913826,-0.01,0.02,-0.01
23.915545,-0.00,-0.01,0.00
23.917959,0.00,0.01,-0.00
23.919465,-0.01,0.02,0.00
23.931775,-0.01,-0.02,0.01
23.932103,0.00,-0.00,-0.00
23.932205,-0.02,0.01,0.00
23.932289,-0.01,-0.01,-0.00
23.932371,0.01,-0.03,-0.00
23.932443,-0.02,0.05,-0.01
23.933694,-0.02,0.00,0.00
23.937433,0.01,-0.03,0.00
23.937886,-0.01,0.03,-0.01
23.942760,-0.01,-0.01,0.00
23.943492,0.01,-0.03,-0.01
23.946044,-0.00,0.02,0.00
23.946468,-0.01,-0.02,0.00
23.946986,0.02,-0.03,0.00
23.948859,-0.00,0.02,-0.01
23.951367,-0.02,0.02,0.01
23.957180,-0.01,-0.03,-0.00
23.957945,0.02,-0.03,-0.00
23.958193,-0.02,0.05,0.00
23.959692,-0.01,-0.01,-0.01
23.960801,0.01,-0.04,-0.00
23.962975,-0.00,-0.00,-0.01
23.965091,-0.02,0.03,0.00
23.967092,-0.01,0.01,0.01
23.971765,0.01,-0.03,0.01
23.972384,-0.01,0.01,-0.01
23.973152,0.00,-0.01,0.00
23.974868,0.00,0.01,0.00
23.976838,-0.01,0.01,0.01
23.979442,0.00,-0.03,-0.00
23.981096,0.00,-0.00,-0.01
23.983541,-0.02,0.03,0.00
23.984929,0.01,-0.04,0.01
23.987645,-0.01,0.02,-0.00
23.989052,-0.03,0.01,-0.00
23.991087,0.01,-0.02,0.00
23.993182,-0.01,0.02,-0.01
23.994925,-0.02,0.00,0.01
23.997112,0.01,-0.04,-0.01
23.999003,-0.01,0.04,0.00
24.000877,-0.03,0.03,0.01
24.008415,0.01,-0.02,-0.01
24.009189,-0.02,0.01,-0.00
24.009507,0.01,-0.04,0.00
24.009791,0.02,-0.02,-0.00
24.011245,-0.02,0.07,0.01
24.014070,-0.01,-0.04,0.00
24.016810,0.01,-0.08,-0.01
24.017406,0.00,0.02,-0.00
24.020647,-0.03,0.03,0.01
24.027729,0.01,-0.03,0.00
24.028514,0.01,-0.03,0.00
24.028812,-0.02,0.01,-0.01
24.029150,0.00,0.01,0.01
24.029406,0.00,0.01,0.01
24.032498,-0.00,-0.03,0.00
24.033151,-0.01,0.02,-0.01
24.036396,-0.01,0.02,0.00
24.038785,0.00,-0.01,0.00
24.039770,-0.00,-0.00,-0.01
24.041477,-0.01,0.01,0.00
24.044431,-0.00,-0.02,-0.00
24.045284,0.01,-0.01,0.01
24.048392,-0.01,0.03,0.00
24.049479,-0.01,0.02,0.00
24.052802,-0.00,-0.03,0.01
24.056742,-0.00,-0.02,-0.01
24.057488,-0.01,0.02,-0.00
24.057761,-0.01,0.01,0.01
24.060063,0.00,-0.00,0.00
24.062417,-0.01,0.02,-0.00
24.064475,-0.01,0.02,-0.01
24.064917,0.00,-0.03,-0.00
24.068037,0.01,-0.01,0.01
24.069270,-0.00,0.01,0.01
24.072357,-0.01,0.01,-0.00
24.073422,-0.00,-0.01,0.00
24.076536,-0.00,-0.00,-0.01
24.077110,-0.01,0.01,-0.01
24.080470,-0.00,-0.01,0.01
24.082515,-0.00,0.00,0.00
24.083049,-0.01,0.03,-0.00
24.086152,-0.01,0.02,-0.00
24.089259,0.00,-0.04,-0.00
24.089917,-0.00,0.01,0.01
24.092301,-0.03,0.06,-0.00
24.094361,-0.01,0.01,-0.01
24.096368,0.01,-0.08,0.00
24.096945,0.01,-0.03,-0.01
24.099919,-0.02,0.06,0.01
24.101101,0.00,-0.03,-0.00
24.107609,0.00,-0.00,0.00
24.108315,-0.02,0.03,0.00
24.108592,-0.00,-0.02,-0.00
24.109167,0.01,-0.03,-0.00
24.112297,-0.00,0.01,-0.00
24.114623,-0.02,0.03,0.01
24.116598,0.01,-0.01,-0.01
24.117395,0.00,0.00,-0.01
24.120872,-0.02,0.01,-0.00
24.121447,0.01,-0.01,0.01
24.125881,-0.01,-0.00,0.00
24.126594,-0.00,-0.00,0.00
24.128594,0.00,-0.01,0.01
24.128959,0.00,-0.01,-0.00
24.132523,0.01,0.02,-0.01
24.135071,-0.01,0.01,0.01
24.135485,0.00,-0.02,-0.00
24.139022,-0.01,0.00,-0.01
24.139687,-0.00,-0.00,0.00
24.142457,-0.00,0.01,-0.00
24.144635,-0.02,0.02,0.01
24.145265,-0.01,-0.01,0.00
24.148220,0.01,-0.05,-0.00
24.149469,-0.01,0.03,0.00
24.152922,-0.01,0.01,0.01
24.153540,0.00,-0.01,0.01
24.156351,-0.00,0.01,-0.01
24.160037,-0.01,-0.00,-0.01
24.160487,0.00,0.00,0.00
24.161438,-0.00,-0.01,0.00
24.164677,0.00,-0.01,0.00
24.166831,-0.00,-0.01,-0.00
24.167210,-0.01,0.02,-0.01
24.170567,-0.00,-0.01,0.00
24.173337,-0.00,0.01,0.00
24.174037,-0.02,0.02,-0.00
24.176431,0.00,-0.03,0.01
24.178651,0.00,-0.01,0.00
24.179370,-0.01,0.01,0.01
24.182752,-0.00,0.01,-0.00
24.183204,-0.00,0.02,-0.00
24.186231,-0.01,0.01,-0.01
24.189265,-0.00,0.00,0.00
24.189956,-0.00,-0.02,-0.00
24.191752,0.00,-0.02,0.01
24.194600,-0.01,0.02,0.00
24.197197,-0.00,0.02,0.01
24.197571,-0.00,-0.03,-0.02
24.200606,0.00,-0.02,-0.01
24.202731,-0.01,0.01,-0.00
24.209122,0.00,0.02,0.01
24.209841,-0.01,0.01,-0.00
24.210092,0.00,0.00,-0.01
24.210274,-0.00,-0.02,0.00
24.213154,0.00,0.00,-0.01
24.213578,-0.01,0.02,-0.00
24.216879,-0.00,-0.01,0.01
24.219161,-0.00,-0.01,-0.01
24.225310,-0.01,0.02,-0.00
24.225970,0.00,0.00,-0.00
24.226189,0.01,-0.01,0.01
24.226377,-0.01,0.01,0.01
24.228310,0.00,-0.01,0.01
24.230359,0.00,0.01,-0.01
24.232400,-0.01,0.01,-0.00
24.234407,-0.00,-0.03,-0.01
24.235464,0.01,-0.00,-0.01
24.238013,-0.02,0.05,-0.00
24.240406,-0.00,-0.02,-0.00
24.242542,0.01,-0.04,-0.00
24.243349,0.00,-0.02,0.01
24.246372,-0.00,0.03,0.00
24.247626,-0.01,0.04,0.01
24.249567,-0.00,-0.03,0.00
24.251416,0.01,-0.03,-0.01
24.253651,-0.02,0.05,-0.01
24.256053,-0.01,0.04,0.01
24.257314,0.01,-0.01,0.00
24.260693,-0.01,-0.01,-0.00
24.262431,-0.01,-0.02,-0.01
24.263085,0.01,-0.01,0.01
24.265414,-0.01,-0.01,0.01
24.267566,-0.00,-0.01,0.00
24.271338,0.00,0.01,-0.01
24.272000,-0.02,0.03,-0.01
24.274618,0.01,-0.03,-0.00
24.275184,0.01,-0.01,0.00
24.278613,-0.02,0.03,-0.01
24.279059,0.00,-0.01,0.00
24.282358,-0.00,-0.01,0.01
24.284263,0.01,-0.04,0.01
24.286350,-0.01,0.02,-0.01
24.288873,-0.02,0.03,-0.01
24.289579,-0.00,-0.01,-0.00
24.292519,0.01,-0.03,0.00
24.294779,-0.02,0.05,-0.01
24.295213,-0.02,0.04,-0.00
24.298281,0.00,-0.02,0.00
24.300381,-0.00,-0.03,0.00
24.301559,-0.00,0.00,-0.01
24.310064,-0.01,0.01,-0.01
24.310690,0.00,0.01,0.00
24.310920,-0.01,-0.00,-0.00
24.311118,-0.01,0.01,0.00
24.311702,0.00,-0.02,-0.01
24.314494,0.00,-0.00,0.01
24.316839,-0.01,0.03,0.02
24.317345,-0.01,0.00,0.00
24.324865,0.01,-0.02,-0.01
24.325647,-0.01,0.03,-0.01
24.325882,-0.02,0.02,0.00
24.326088,0.01,-0.03,0.01
24.328432,-0.01,0.02,-0.01
24.330710,-0.03,0.02,0.00
24.331412,0.00,-0.03,0.00
24.335914,0.00,-0.01,-0.00
24.336397,-0.01,0.03,0.00
24.339153,-0.00,0.02,0.00
24.339870,-0.00,-0.01,-0.00
24.342359,-0.00,0.00,0.01
24.345245,-0.01,0.01,0.00
24.345672,-0.00,0.01,0.00
24.348746,-0.01,0.02,0.00
24.350356,-0.00,-0.02,-0.01
24.352256,-0.00,-0.01,0.01
24.357301,-0.00,-0.01,0.01
24.358063,0.00,-0.00,-0.00
24.358302,-0.00,0.02,0.00
24.359588,-0.01,0.02,0.00
24.362225,0.00,-0.01,0.00
24.364193,0.01,-0.02,-0.00
24.366105,-0.01,-0.01,0.01
24.367973,0.00,0.01,0.01
24.370458,-0.00,-0.01,0.01
24.373353,-0.00,0.02,-0.00
24.374083,-0.02,0.02,0.00
24.376682,0.01,-0.05,0.00
24.378148,0.02,-0.02,-0.00
24.379602,-0.03,0.07,0.00
24.382893,0.00,-0.04,0.00
24.384139,0.01,-0.03,0.01
24.386374,-0.01,0.03,0.00
24.389242,-0.02,0.05,-0.01
24.390046,0.01,-0.06,0.00
24.392129,0.02,-0.06,-0.00
24.394353,-0.02,0.06,0.01
24.396400,-0.01,0.02,0.00
24.398488,0.01,-0.01,0.00
24.400357,0.00,-0.03,-0.00
24.402123,-0.01,0.02,-0.01
24.409194,-0.01,-0.00,0.01
24.410048,0.01,-0.01,0.00
24.410368,-0.01,0.02,0.01
24.410606,-0.01,0.01,-0.01
24.413314,0.00,-0.01,-0.00
24.413810,-0.01,0.00,-0.01
24.417184,-0.01,0.01,-0.00
24.418391,0.00,-0.02,0.01
24.425047,0.00,-0.02,0.01
24.425902,-0.01,0.04,-0.01
24.426204,-0.01,0.02,0.00
24.426454,-0.01,-0.00,0.00
24.429285,0.01,-0.03,-0.00
24.431375,-0.02,0.04,0.00
24.433810,-0.00,-0.03,0.01
24.434261,0.02,-0.05,0.02
24.437318,-0.00,0.04,-0.00
24.437998,-0.02,0.04,-0.01
24.439786,-0.01,-0.03,-0.00
24.443052,0.02,-0.06,0.00
24.445330,-0.02,0.06,0.00
24.447580,-0.02,0.08,0.01
24.448005,-0.00,-0.03,0.01
24.451067,0.00,-0.02,-0.02
