time,gFx,gFy,gFz,TgF
0.981368,0.1378,-0.0139,0.9504,0.960
0.982531,0.1441,-0.0252,1.0486,1.059
0.985608,0.1371,-0.0078,1.0552,1.064
0.986528,0.0860,0.0176,0.9675,0.971
0.989806,0.1187,-0.0032,0.9113,0.919
0.990268,0.1236,0.0134,0.9186,0.927
0.993421,0.1129,-0.0044,0.9518,0.958
0.995501,0.1417,-0.0139,1.0425,1.052
0.997303,0.1270,-0.0413,1.0246,1.033
0.998477,0.1073,-0.0090,0.9706,0.977
1.002190,0.0547,0.0127,0.9347,0.936
1.002543,0.1043,-0.0061,0.9921,0.998
1.005372,0.1007,-0.0059,1.0024,1.007
1.006424,0.1358,0.0056,1.0175,1.027
1.009362,0.0870,-0.0095,1.0068,1.011
1.010763,0.0779,-0.0032,0.9941,0.997
1.013173,0.0941,-0.0090,0.9491,0.954
1.014483,0.1063,0.0007,0.9726,0.978
1.017276,0.0831,-0.0279,1.0017,1.005
1.018158,0.0928,-0.0147,1.0056,1.010
1.021786,0.0745,-0.0029,0.9926,0.995
1.022255,0.1075,-0.0144,0.9740,0.980
1.027693,0.0928,-0.0046,0.9675,0.972
1.028350,0.0899,-0.0156,0.9855,0.990
1.032520,0.0765,0.0139,0.9650,0.968
1.032865,0.1046,0.0105,0.9533,0.959
1.033642,0.1324,-0.0200,0.9745,0.984
1.034736,0.0413,-0.0046,0.9491,0.950
1.037159,0.0750,-0.0254,0.9562,0.959
1.038523,0.0897,-0.0244,1.0197,1.024
1.042236,0.1116,-0.0042,1.0178,1.024
1.043180,0.0652,0.0103,0.9640,0.966
1.045977,0.0215,-0.0037,0.9577,0.958
1.049262,0.0806,-0.0027,0.9164,0.920
1.049515,0.1287,-0.0178,0.9638,0.973
1.050358,0.0967,-0.0249,1.0593,1.064
1.054040,0.0508,-0.0071,1.0273,1.029
1.054310,0.1068,0.0064,0.9762,0.982
1.057623,0.0752,0.0173,1.0080,1.011
1.058942,0.0633,0.0081,0.9723,0.974
1.061487,0.1209,-0.0276,0.9100,0.918
1.062325,0.1163,-0.0269,1.0180,1.025
1.065759,0.0843,-0.0166,1.0495,1.053
1.066418,0.0882,0.0017,0.9977,1.002
1.069281,0.1195,-0.0100,0.8746,0.883
1.070347,0.0916,-0.0205,0.9501,0.955
1.073364,0.1229,-0.0186,1.0178,1.025
1.074420,0.1634,0.0078,1.0542,1.067
1.077732,0.0200,-0.0061,0.9694,0.970
1.078615,0.0850,-0.0073,0.9284,0.932
1.081296,0.1446,-0.0303,0.8990,0.911
1.082550,0.0977,-0.0220,0.9960,1.001
1.085398,0.1383,-0.0120,1.0317,1.041
1.086351,0.1368,0.0073,1.0359,1.045
1.090348,0.0721,-0.0010,1.0092,1.012
1.090809,0.0909,-0.0086,0.9318,0.936
1.094885,0.0718,-0.0022,0.9025,0.905
1.095497,0.1060,-0.0083,0.9059,0.912
1.097649,0.1268,-0.0046,0.9880,0.996
1.099533,0.1507,-0.0315,1.0051,1.017
1.101655,0.1158,-0.0186,0.9838,0.991
1.102692,0.1043,-0.0039,0.9755,0.981
1.105670,0.0921,0.0000,1.0083,1.012
1.107097,0.0779,-0.0054,0.9880,0.991
1.110021,0.0647,0.0144,0.9457,0.948
1.110758,0.0723,-0.0164,0.9914,0.994
1.113679,0.1341,-0.0193,1.0151,1.024
1.114519,0.0989,-0.0169,0.9357,0.941
