time,gFx,gFy,gFz,TgF
0.355812,0.0293,-0.0252,1.0222,1.023
0.359678,0.0447,-0.0364,0.9968,0.998
0.360118,0.0447,-0.0362,0.9797,0.981
0.361573,0.0706,-0.0381,1.0009,1.004
0.363567,0.0660,-0.0340,1.0141,1.017
0.365696,0.0606,-0.0347,1.0036,1.006
0.366676,0.0684,-0.0300,0.9946,0.997
0.369323,0.0479,-0.0313,0.9929,0.995
0.374249,0.0489,-0.0310,1.0012,1.003
0.374885,0.0635,-0.0374,0.9985,1.001
0.375176,0.0489,-0.0371,0.9897,0.992
0.377516,0.0533,-0.0279,0.9960,0.998
0.379491,0.0596,-0.0315,0.9941,0.996
0.381496,0.0340,-0.0281,0.9958,0.997
0.382512,0.0498,-0.0359,1.0070,1.009
0.385620,0.0349,-0.0276,1.0002,1.001
0.387124,0.0335,-0.0269,1.0105,1.011
0.390892,0.0359,-0.0347,1.0175,1.019
0.391566,0.0259,-0.0274,0.9973,0.998
0.394049,0.0357,-0.0303,1.0034,1.004
0.394527,0.0320,-0.0244,1.0097,1.011
0.397501,0.0276,-0.0293,0.9943,0.995
0.398694,0.0381,-0.0322,0.9951,0.996
0.401418,0.0428,-0.0381,1.0041,1.006
0.402650,0.0469,-0.0359,1.0043,1.006
0.405844,0.0442,-0.0313,1.0036,1.005
0.406510,0.0406,-0.0315,1.0102,1.012
0.409493,0.0454,-0.0357,1.0048,1.006
0.410580,0.0352,-0.0335,0.9872,0.988
0.412993,0.0398,-0.0320,0.9980,0.999
0.414724,0.0601,-0.0418,1.0024,1.005
0.417566,0.0479,-0.0357,0.9777,0.980
0.418468,0.0684,-0.0415,0.9894,0.993
0.421489,0.0616,-0.0369,0.9926,0.995
0.422637,0.0503,-0.0396,0.9885,0.991
0.425659,0.0579,-0.0388,0.9892,0.992
0.426645,0.0616,-0.0381,0.9863,0.989
0.429452,0.0352,-0.0340,0.9899,0.991
0.430814,0.0511,-0.0374,0.9887,0.991
0.433886,0.0528,-0.0379,0.9804,0.983
0.436026,0.0393,-0.0320,0.9804,0.982
0.438616,0.0476,-0.0362,0.9831,0.985
0.439247,0.0420,-0.0337,0.9872,0.989
0.442247,0.0432,-0.0388,0.9970,0.999
