time,gFx,gFy,gFz,TgF
0.807692,-0.0325,0.0181,1.0652,1.066
0.809920,0.0017,0.0291,1.0466,1.047
0.812042,-0.0858,0.0215,0.8944,0.899
0.812533,-0.0772,0.0699,0.9721,0.978
0.814326,-0.0530,0.0650,1.0107,1.014
0.816489,-0.0242,0.0061,0.9584,0.959
0.819177,-0.0855,0.0320,1.0002,1.004
0.819666,0.0071,0.0384,1.0955,1.096
0.823171,-0.0406,0.0464,1.0505,1.052
0.823695,-0.0450,0.0611,0.9191,0.922
0.826644,-0.1046,0.0239,0.9618,0.968
0.829476,-0.0491,0.0032,1.0092,1.010
0.830300,-0.0090,0.0112,1.0371,1.037
0.832772,-0.0044,0.0638,1.0158,1.018
0.835576,-0.0481,0.0410,0.9188,0.921
0.836085,-0.0557,0.0425,0.8998,0.903
0.839465,-0.0406,0.0235,0.9858,0.987
0.840013,-0.0061,0.0740,1.0498,1.052
0.846473,-0.0599,0.0296,0.9953,0.998
0.847404,-0.0142,0.0398,0.9423,0.943
0.847857,-0.0254,0.0205,1.0048,1.005
0.848200,-0.0515,0.0440,1.0481,1.050
0.852169,-0.0269,0.0362,0.9872,0.988
0.852715,-0.0051,0.0293,0.9164,0.917
0.855523,-0.0430,0.0559,0.9572,0.960
0.856089,0.0237,0.0398,1.0371,1.038
0.867975,0.0208,0.0393,1.0820,1.083
0.868724,-0.0125,0.0176,1.0002,1.000
0.869122,-0.0098,0.0486,0.9762,0.978
0.869458,-0.0484,0.0450,0.9902,0.992
0.869758,0.0217,0.0193,1.0168,1.017
0.870054,0.0088,-0.0110,1.0185,1.019
0.870351,-0.0064,0.0225,0.9850,0.985
0.872576,0.0249,0.0621,1.0107,1.013
0.875356,-0.0288,0.0134,1.0210,1.021
0.876135,-0.0376,0.0611,1.0146,1.017
0.879482,-0.1290,0.0708,0.9870,0.998
0.880058,0.0887,0.0193,1.0574,1.061
0.883192,0.1073,-0.0122,1.0366,1.042
0.883688,0.0447,0.0327,0.9697,0.971
0.886503,0.0369,-0.0244,1.0170,1.018
0.887708,-0.0511,0.0530,0.9760,0.979
0.890318,-0.0701,0.0552,0.9518,0.956
0.892935,0.0330,0.0217,1.0530,1.054
0.894486,-0.0484,-0.0017,1.0327,1.034
0.895612,0.0283,0.0428,0.9985,1.000
0.898360,0.0183,0.0117,1.0021,1.002
0.900496,-0.0293,0.0528,1.0192,1.021
0.903510,0.0088,0.0266,1.0058,1.006
0.904071,0.0354,0.0330,0.9958,0.997
0.911543,-0.0210,0.0261,1.0644,1.065
0.912140,-0.0144,0.0191,1.0955,1.096
0.912486,-0.0239,0.0120,1.0354,1.036
0.912830,-0.0322,0.0701,0.9320,0.935
0.915449,-0.0149,0.0423,1.0024,1.003
0.915971,-0.0151,0.0037,1.0227,1.023
0.918827,-0.0010,-0.0039,1.0652,1.065
0.919646,0.0178,0.0222,1.1030,1.103
0.923008,-0.0567,0.0662,0.9430,0.947
0.929296,-0.0933,0.0818,0.8949,0.903
0.930274,-0.0147,0.0357,0.9638,0.965
0.930773,-0.0210,-0.0044,1.0447,1.045
0.931334,-0.0191,0.0017,1.0478,1.048
0.931787,0.0225,0.0237,1.0273,1.028
0.935586,-0.0845,0.0386,1.0381,1.042
0.936266,-0.0452,0.0662,1.0425,1.046
0.940044,-0.0122,0.0435,0.9821,0.983
0.940656,-0.0259,0.0479,0.9926,0.994
0.944378,-0.0283,0.0335,1.0823,1.083
0.944883,0.0195,0.0335,1.0249,1.026
0.946369,0.0357,0.0315,0.9081,0.909
0.947882,-0.0183,0.0530,1.1030,1.104
0.950351,-0.0129,0.0283,1.1741,1.175
0.951763,0.0379,-0.0002,1.0798,1.080
0.954764,-0.0496,0.0450,0.9504,0.953
0.955748,-0.0151,0.0484,1.0537,1.055
0.958678,-0.0286,0.0450,1.0776,1.079
0.959795,0.0186,0.0300,1.0197,1.020
0.962531,0.0376,0.0112,0.9672,0.968
0.964464,0.0164,0.0181,0.9293,0.930
0.967047,-0.0154,0.0567,0.9667,0.969
0.967327,0.0002,0.0357,1.1260,1.127
0.971264,-0.0398,0.0024,1.0425,1.043
0.971531,-0.0379,0.0164,0.9496,0.951
0.974481,-0.0042,0.0342,0.9968,0.997
0.975809,-0.0205,0.0303,1.0994,1.100
0.978406,-0.0205,0.0437,1.0581,1.059
0.980505,-0.0200,0.0032,0.9816,0.982
0.982682,0.0621,0.0459,1.0217,1.025
0.984486,0.0210,0.0410,1.0210,1.022
0.987477,-0.1029,0.0450,1.0166,1.023
0.989043,0.0000,0.0122,1.0070,1.007
